person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_clipped,income_loan_ratio,income_emp_length_ratio,loan_credit_hist_ratio
21,32268,OWN,0.0,MEDICAL,A,8000,8.0,0,0.25,N,3,32268.0,4.0335,inf,2666.6666666666665
23,14000,RENT,4.0,VENTURE,A,3000,7.74,1,0.21,N,3,14000.0,4.666666666666667,3500.0,1000.0
21,14400,RENT,2.0,MEDICAL,C,3000,13.43,1,0.21,Y,3,14400.0,4.8,7200.0,1000.0
22,32352,MORTGAGE,6.0,HOMEIMPROVEMENT,C,1000,15.27,1,0.03,Y,2,32352.0,32.352,5392.0,500.0
21,14400,RENT,2.0,HOMEIMPROVEMENT,B,3000,9.63,1,0.21,N,2,14400.0,4.8,7200.0,1500.0
23,32388,MORTGAGE,0.0,EDUCATION,B,6000,10.71,0,0.19,N,4,32388.0,5.398,inf,1500.0
26,14400,RENT,1.0,VENTURE,B,3000,,1,0.21,N,2,14400.0,4.8,14400.0,1500.0
22,15000,RENT,3.0,EDUCATION,B,3000,9.91,1,0.2,N,3,15000.0,5.0,5000.0,1000.0
22,15000,RENT,2.0,VENTURE,A,3000,7.51,1,0.2,N,4,15000.0,5.0,7500.0,750.0
22,32400,MORTGAGE,6.0,VENTURE,B,4200,10.99,0,0.13,N,4,32400.0,7.714285714285714,5400.0,1050.0
25,32400,MORTGAGE,9.0,PERSONAL,C,10000,13.99,0,0.31,Y,3,32400.0,3.24,3600.0,3333.3333333333335
22,32400,MORTGAGE,4.0,PERSONAL,A,5000,7.49,0,0.15,N,3,32400.0,6.48,8100.0,1666.6666666666667
25,32400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4800,7.29,0,0.15,N,4,32400.0,6.75,16200.0,1200.0
22,32400,MORTGAGE,6.0,EDUCATION,A,3625,6.92,0,0.11,N,3,32400.0,8.937931034482759,5400.0,1208.3333333333333
23,16080,RENT,4.0,DEBTCONSOLIDATION,D,3000,16.29,1,0.19,Y,2,16080.0,5.36,4020.0,1500.0
21,32400,MORTGAGE,2.0,EDUCATION,A,10000,5.42,0,0.31,N,2,32400.0,3.24,16200.0,5000.0
22,16320,RENT,0.0,HOMEIMPROVEMENT,C,3000,13.92,1,0.18,Y,4,16320.0,5.44,inf,750.0
26,17280,RENT,0.0,HOMEIMPROVEMENT,C,3000,,1,0.17,N,4,17280.0,5.76,inf,750.0
25,17400,RENT,0.0,EDUCATION,B,3000,11.83,1,0.17,N,4,17400.0,5.8,inf,750.0
23,17520,RENT,5.0,DEBTCONSOLIDATION,B,3000,10.37,1,0.17,N,4,17520.0,5.84,3504.0,750.0
21,17916,RENT,1.0,MEDICAL,A,3000,6.0,1,0.17,N,3,17916.0,5.972,17916.0,1000.0
23,18000,RENT,1.0,HOMEIMPROVEMENT,B,3000,11.71,1,0.17,N,4,18000.0,6.0,18000.0,750.0
21,18000,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.9,1,0.17,N,2,18000.0,6.0,inf,1500.0
22,32400,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5500,,0,0.17,N,2,32400.0,5.890909090909091,32400.0,2750.0
21,32400,MORTGAGE,5.0,PERSONAL,E,5000,16.0,1,0.15,N,2,32400.0,6.48,6480.0,2500.0
24,18000,RENT,5.0,PERSONAL,C,3000,15.27,1,0.17,Y,2,18000.0,6.0,3600.0,1500.0
23,18000,RENT,1.0,HOMEIMPROVEMENT,D,3000,15.99,1,0.17,Y,2,18000.0,6.0,18000.0,1500.0
22,18000,RENT,0.0,MEDICAL,C,3000,13.99,1,0.17,Y,4,18000.0,6.0,inf,750.0
26,32450,MORTGAGE,5.0,MEDICAL,A,3250,6.99,0,0.1,N,4,32450.0,9.984615384615385,6490.0,812.5
22,18000,RENT,3.0,DEBTCONSOLIDATION,B,3000,10.59,1,0.17,N,3,18000.0,6.0,6000.0,1000.0
23,18000,RENT,4.0,PERSONAL,C,3000,13.06,1,0.17,N,2,18000.0,6.0,4500.0,1500.0
22,18000,RENT,2.0,VENTURE,B,3000,,1,0.17,N,2,18000.0,6.0,9000.0,1500.0
22,18000,RENT,1.0,PERSONAL,B,3000,11.86,1,0.17,N,2,18000.0,6.0,18000.0,1500.0
25,32500,MORTGAGE,3.0,EDUCATION,A,12500,7.9,0,0.38,N,4,32500.0,2.6,10833.333333333334,3125.0
21,18008,RENT,1.0,MEDICAL,B,3000,9.7,1,0.17,N,2,18008.0,6.002666666666666,18008.0,1500.0
22,32500,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2500,6.99,0,0.08,N,3,32500.0,13.0,5416.666666666667,833.3333333333334
21,18864,RENT,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.16,N,4,18864.0,6.288,inf,750.0
22,32500,MORTGAGE,5.0,DEBTCONSOLIDATION,B,14500,11.99,0,0.45,N,4,32500.0,2.2413793103448274,6500.0,3625.0
22,19000,RENT,5.0,VENTURE,C,3000,13.06,1,0.16,N,2,19000.0,6.333333333333333,3800.0,1500.0
23,19200,RENT,3.0,VENTURE,C,3000,12.99,1,0.16,Y,2,19200.0,6.4,6400.0,1500.0
23,19200,RENT,0.0,PERSONAL,B,3000,9.99,1,0.16,N,3,19200.0,6.4,inf,1000.0
24,32500,MORTGAGE,6.0,MEDICAL,C,6600,12.73,0,0.2,N,4,32500.0,4.924242424242424,5416.666666666667,1650.0
26,32500,MORTGAGE,8.0,MEDICAL,C,3000,13.22,0,0.09,N,4,32500.0,10.833333333333334,4062.5,750.0
26,32500,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3500,8.59,0,0.11,N,2,32500.0,9.285714285714286,inf,1750.0
21,19200,RENT,0.0,PERSONAL,B,3000,10.99,1,0.16,N,2,19200.0,6.4,inf,1500.0
22,19200,RENT,0.0,HOMEIMPROVEMENT,E,3000,,1,0.16,Y,3,19200.0,6.4,inf,1000.0
22,20000,RENT,2.0,EDUCATION,C,3000,13.11,0,0.15,N,4,20000.0,6.666666666666667,10000.0,750.0
21,20004,RENT,2.0,EDUCATION,B,3000,10.37,0,0.15,N,3,20004.0,6.668,10002.0,1000.0
24,20004,RENT,3.0,VENTURE,C,3000,,0,0.15,N,4,20004.0,6.668,6668.0,750.0
23,20800,RENT,0.0,DEBTCONSOLIDATION,B,3000,11.46,0,0.14,N,4,20800.0,6.933333333333334,inf,750.0
25,32760,MORTGAGE,6.0,VENTURE,B,6000,10.59,0,0.18,N,2,32760.0,5.46,5460.0,3000.0
26,21000,RENT,3.0,PERSONAL,B,3000,10.59,0,0.14,N,2,21000.0,7.0,7000.0,1500.0
23,21000,RENT,2.0,DEBTCONSOLIDATION,C,3000,12.68,0,0.14,Y,2,21000.0,7.0,10500.0,1500.0
22,21600,RENT,2.0,EDUCATION,C,3000,13.49,0,0.14,N,3,21600.0,7.2,10800.0,1000.0
21,32900,MORTGAGE,2.0,MEDICAL,B,3000,9.99,0,0.09,N,2,32900.0,10.966666666666667,16450.0,1500.0
22,32968,OWN,6.0,EDUCATION,A,16500,8.9,0,0.5,N,4,32968.0,1.998060606060606,5494.666666666667,4125.0
24,22000,RENT,3.0,PERSONAL,B,3000,10.33,0,0.14,N,2,22000.0,7.333333333333333,7333.333333333333,1500.0
22,22800,RENT,3.0,MEDICAL,A,3000,6.62,0,0.13,N,3,22800.0,7.6,7600.0,1000.0
22,23000,RENT,4.0,MEDICAL,A,3000,5.79,0,0.13,N,2,23000.0,7.666666666666667,5750.0,1500.0
24,23000,RENT,0.0,EDUCATION,A,3000,8.0,0,0.13,N,3,23000.0,7.666666666666667,inf,1000.0
22,33000,OWN,6.0,PERSONAL,B,12000,9.91,0,0.36,N,2,33000.0,2.75,5500.0,6000.0
24,30000,RENT,2.0,EDUCATION,A,3000,6.03,0,0.1,N,3,30000.0,10.0,15000.0,1000.0
22,30000,RENT,6.0,MEDICAL,B,3000,,0,0.1,N,4,30000.0,10.0,5000.0,750.0
24,30000,RENT,4.0,DEBTCONSOLIDATION,E,3000,19.29,1,0.1,Y,2,30000.0,10.0,7500.0,1500.0
24,30000,RENT,2.0,PERSONAL,A,3000,7.49,0,0.1,N,3,30000.0,10.0,15000.0,1000.0
22,33000,MORTGAGE,6.0,VENTURE,B,8875,10.65,0,0.27,N,4,33000.0,3.7183098591549295,5500.0,2218.75
23,30000,RENT,2.0,VENTURE,A,3000,7.49,0,0.1,N,2,30000.0,10.0,15000.0,1500.0
24,30000,RENT,1.0,PERSONAL,B,3000,10.37,0,0.1,N,2,30000.0,10.0,30000.0,1500.0
23,30000,RENT,0.0,MEDICAL,A,3000,5.79,0,0.1,N,3,30000.0,10.0,inf,1000.0
25,30000,RENT,3.0,DEBTCONSOLIDATION,C,3000,12.98,0,0.1,N,3,30000.0,10.0,10000.0,1000.0
23,30000,RENT,3.0,MEDICAL,D,3000,15.2,1,0.1,Y,2,30000.0,10.0,10000.0,1500.0
21,30000,RENT,5.0,PERSONAL,B,3000,9.62,0,0.1,N,4,30000.0,10.0,6000.0,750.0
25,30000,RENT,3.0,PERSONAL,C,3000,13.61,0,0.1,N,2,30000.0,10.0,10000.0,1500.0
22,30000,RENT,3.0,PERSONAL,B,3000,11.12,0,0.1,N,3,30000.0,10.0,10000.0,1000.0
21,30000,RENT,4.0,EDUCATION,D,3000,16.32,0,0.1,Y,3,30000.0,10.0,7500.0,1000.0
24,30000,RENT,8.0,MEDICAL,B,3000,11.86,0,0.1,N,4,30000.0,10.0,3750.0,750.0
24,30000,RENT,1.0,DEBTCONSOLIDATION,C,3000,13.98,1,0.1,Y,2,30000.0,10.0,30000.0,1500.0
25,30000,RENT,4.0,MEDICAL,B,3000,,0,0.1,N,4,30000.0,10.0,7500.0,750.0
21,33000,OWN,4.0,PERSONAL,A,2500,6.03,0,0.08,N,4,33000.0,13.2,8250.0,625.0
25,33000,MORTGAGE,6.0,EDUCATION,A,8000,6.62,0,0.24,N,4,33000.0,4.125,5500.0,2000.0
21,33000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2000,14.27,1,0.06,N,4,33000.0,16.5,6600.0,500.0
25,30000,RENT,4.0,HOMEIMPROVEMENT,B,3000,12.21,1,0.1,N,4,30000.0,10.0,7500.0,750.0
21,30000,RENT,2.0,EDUCATION,B,3000,11.89,0,0.1,N,4,30000.0,10.0,15000.0,750.0
25,33000,MORTGAGE,9.0,MEDICAL,B,3000,11.99,0,0.09,N,2,33000.0,11.0,3666.6666666666665,1500.0
24,30960,RENT,5.0,MEDICAL,D,3000,15.62,0,0.1,N,4,30960.0,10.32,6192.0,750.0
25,33000,MORTGAGE,9.0,VENTURE,A,5000,8.49,0,0.15,N,3,33000.0,6.6,3666.6666666666665,1666.6666666666667
26,31131,RENT,0.0,MEDICAL,D,3000,13.36,1,0.1,Y,4,31131.0,10.377,inf,750.0
26,33000,OWN,4.0,VENTURE,A,10150,8.49,0,0.31,N,2,33000.0,3.251231527093596,8250.0,5075.0
22,31200,RENT,3.0,EDUCATION,B,3000,11.86,0,0.1,N,4,31200.0,10.4,10400.0,750.0
23,31200,RENT,2.0,EDUCATION,B,3000,11.89,0,0.1,N,2,31200.0,10.4,15600.0,1500.0
22,31356,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.68,0,0.1,N,4,31356.0,10.452,inf,750.0
23,33000,MORTGAGE,3.0,PERSONAL,D,8325,15.99,0,0.25,N,3,33000.0,3.963963963963964,11000.0,2775.0
24,33000,MORTGAGE,3.0,PERSONAL,E,1250,19.29,0,0.04,N,4,33000.0,26.4,11000.0,312.5
23,33000,MORTGAGE,4.0,EDUCATION,A,8000,7.49,0,0.24,N,3,33000.0,4.125,8250.0,2666.6666666666665
25,32000,RENT,3.0,DEBTCONSOLIDATION,A,3000,8.94,0,0.09,N,3,32000.0,10.666666666666666,10666.666666666666,1000.0
24,32000,RENT,4.0,MEDICAL,C,3000,12.29,0,0.09,Y,2,32000.0,10.666666666666666,8000.0,1500.0
24,33000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,2050,13.49,1,0.06,N,2,33000.0,16.097560975609756,4125.0,1025.0
25,32004,RENT,0.0,DEBTCONSOLIDATION,A,3000,9.32,0,0.09,N,2,32004.0,10.668,inf,1500.0
23,32400,RENT,6.0,VENTURE,B,3000,10.0,0,0.09,N,2,32400.0,10.8,5400.0,1500.0
22,32400,RENT,5.0,PERSONAL,E,3000,16.45,0,0.09,N,3,32400.0,10.8,6480.0,1000.0
26,32640,RENT,7.0,VENTURE,B,3000,10.75,0,0.09,N,2,32640.0,10.88,4662.857142857143,1500.0
26,33000,RENT,7.0,MEDICAL,A,3000,5.99,0,0.09,N,4,33000.0,11.0,4714.285714285715,750.0
22,33000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12375,7.29,0,0.38,N,2,33000.0,2.6666666666666665,6600.0,6187.5
25,33000,RENT,3.0,VENTURE,A,3000,5.99,0,0.09,N,2,33000.0,11.0,11000.0,1500.0
25,33000,RENT,6.0,PERSONAL,B,3000,10.95,0,0.09,N,4,33000.0,11.0,5500.0,750.0
26,33189,RENT,4.0,EDUCATION,B,3000,11.12,0,0.09,N,2,33189.0,11.063,8297.25,1500.0
23,34008,RENT,5.0,VENTURE,B,3000,10.0,0,0.09,N,4,34008.0,11.336,6801.6,750.0
22,34500,RENT,3.0,DEBTCONSOLIDATION,B,3000,11.83,0,0.09,N,2,34500.0,11.5,11500.0,1500.0
25,29000,RENT,9.0,MEDICAL,A,3000,6.62,1,0.1,N,2,29000.0,9.666666666666666,3222.222222222222,1500.0
22,35000,RENT,0.0,EDUCATION,B,3000,,0,0.09,N,2,35000.0,11.666666666666666,inf,1500.0
23,35000,RENT,4.0,PERSONAL,C,3000,13.85,0,0.09,N,3,35000.0,11.666666666666666,8750.0,1000.0
22,35000,RENT,5.0,EDUCATION,B,3000,10.01,0,0.09,N,2,35000.0,11.666666666666666,7000.0,1500.0
22,29244,RENT,0.0,DEBTCONSOLIDATION,D,3000,13.3,1,0.1,Y,2,29244.0,9.748,inf,1500.0
24,35256,RENT,2.0,DEBTCONSOLIDATION,B,3000,10.74,0,0.09,N,2,35256.0,11.752,17628.0,1500.0
22,36000,RENT,0.0,PERSONAL,B,3000,11.71,0,0.08,N,3,36000.0,12.0,inf,1000.0
23,36000,RENT,0.0,MEDICAL,A,3000,7.29,0,0.08,N,3,36000.0,12.0,inf,1000.0
26,36000,RENT,3.0,EDUCATION,A,3000,7.88,0,0.08,N,4,36000.0,12.0,12000.0,750.0
24,36000,RENT,0.0,EDUCATION,C,3000,13.92,0,0.08,Y,3,36000.0,12.0,inf,1000.0
23,33000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,3000,14.35,0,0.09,Y,3,33000.0,11.0,16500.0,1000.0
24,36600,RENT,4.0,DEBTCONSOLIDATION,B,3000,9.33,0,0.08,N,2,36600.0,12.2,9150.0,1500.0
25,37000,RENT,2.0,MEDICAL,B,3000,11.71,0,0.08,N,2,37000.0,12.333333333333334,18500.0,1500.0
21,33000,MORTGAGE,5.0,PERSONAL,B,7800,9.88,0,0.24,N,2,33000.0,4.230769230769231,6600.0,3900.0
21,37000,RENT,0.0,EDUCATION,A,3000,6.39,0,0.08,N,3,37000.0,12.333333333333334,inf,1000.0
25,31000,RENT,1.0,HOMEIMPROVEMENT,B,3000,,1,0.1,N,4,31000.0,10.333333333333334,31000.0,750.0
24,38000,RENT,2.0,EDUCATION,C,3000,13.06,0,0.08,N,4,38000.0,12.666666666666666,19000.0,750.0
21,38000,RENT,5.0,DEBTCONSOLIDATION,A,3000,7.05,0,0.08,N,4,38000.0,12.666666666666666,7600.0,750.0
22,38000,RENT,0.0,EDUCATION,C,3000,10.28,0,0.08,N,3,38000.0,12.666666666666666,inf,1000.0
22,33000,MORTGAGE,4.0,EDUCATION,C,12500,14.26,0,0.38,N,2,33000.0,2.64,8250.0,6250.0
24,33000,MORTGAGE,0.0,MEDICAL,A,8125,8.59,0,0.25,N,4,33000.0,4.061538461538461,inf,2031.25
25,33000,MORTGAGE,4.0,EDUCATION,A,4400,8.0,0,0.13,N,3,33000.0,7.5,8250.0,1466.6666666666667
24,38400,RENT,8.0,PERSONAL,E,3000,17.56,0,0.08,Y,2,38400.0,12.8,4800.0,1500.0
25,38748,RENT,2.0,PERSONAL,A,3000,7.29,0,0.08,N,3,38748.0,12.916,19374.0,1000.0
24,33000,MORTGAGE,3.0,VENTURE,C,4000,13.04,0,0.12,N,4,33000.0,8.25,11000.0,1000.0
26,33000,RENT,2.0,MEDICAL,B,3000,11.49,1,0.09,N,3,33000.0,11.0,16500.0,1000.0
22,39996,RENT,4.0,PERSONAL,C,3000,14.35,0,0.08,Y,3,39996.0,13.332,9999.0,1000.0
26,33000,MORTGAGE,10.0,PERSONAL,A,7000,7.43,0,0.21,N,4,33000.0,4.714285714285714,3300.0,1750.0
23,33012,OWN,2.0,EDUCATION,B,12200,10.99,0,0.37,N,4,33012.0,2.7059016393442623,16506.0,3050.0
23,40000,RENT,2.0,PERSONAL,C,3000,13.49,0,0.07,N,3,40000.0,13.333333333333334,20000.0,1000.0
24,40000,RENT,1.0,PERSONAL,B,3000,10.74,0,0.07,N,3,40000.0,13.333333333333334,40000.0,1000.0
23,33098,MORTGAGE,4.0,DEBTCONSOLIDATION,D,9000,16.29,1,0.27,Y,3,33098.0,3.6775555555555557,8274.5,3000.0
21,40000,RENT,0.0,VENTURE,A,3000,,0,0.07,N,3,40000.0,13.333333333333334,inf,1000.0
21,33168,MORTGAGE,6.0,PERSONAL,B,6425,9.63,0,0.19,N,3,33168.0,5.162334630350195,5528.0,2141.6666666666665
25,40000,RENT,2.0,MEDICAL,B,3000,10.25,0,0.07,N,2,40000.0,13.333333333333334,20000.0,1500.0
24,40000,RENT,1.0,MEDICAL,C,3000,14.22,0,0.07,N,4,40000.0,13.333333333333334,40000.0,750.0
22,37000,RENT,2.0,DEBTCONSOLIDATION,E,3000,20.3,1,0.08,N,2,37000.0,12.333333333333334,18500.0,1500.0
23,43000,RENT,1.0,EDUCATION,A,3000,8.49,0,0.07,N,4,43000.0,14.333333333333334,43000.0,750.0
22,37000,RENT,6.0,DEBTCONSOLIDATION,B,3000,11.11,1,0.08,N,2,37000.0,12.333333333333334,6166.666666666667,1500.0
23,37000,RENT,7.0,EDUCATION,B,3000,10.75,1,0.08,N,4,37000.0,12.333333333333334,5285.714285714285,750.0
25,43200,RENT,3.0,PERSONAL,C,3000,13.8,0,0.07,Y,3,43200.0,14.4,14400.0,1000.0
22,43200,RENT,4.0,EDUCATION,C,3000,13.72,0,0.07,Y,3,43200.0,14.4,10800.0,1000.0
22,43500,RENT,0.0,EDUCATION,A,3000,5.42,0,0.07,N,3,43500.0,14.5,inf,1000.0
24,43500,RENT,1.0,PERSONAL,A,3000,8.0,0,0.07,N,2,43500.0,14.5,43500.0,1500.0
21,33280,MORTGAGE,5.0,VENTURE,C,11200,13.92,1,0.34,N,4,33280.0,2.9714285714285715,6656.0,2800.0
23,43949,RENT,7.0,MEDICAL,B,3000,11.49,0,0.07,N,3,43949.0,14.649666666666667,6278.428571428572,1000.0
23,44000,RENT,2.0,MEDICAL,B,3000,9.25,0,0.07,N,3,44000.0,14.666666666666666,22000.0,1000.0
23,33300,OWN,2.0,VENTURE,C,9000,13.57,0,0.27,Y,4,33300.0,3.7,16650.0,2250.0
25,33316,MORTGAGE,4.0,VENTURE,A,5000,6.54,0,0.15,N,2,33316.0,6.6632,8329.0,2500.0
24,33321,OWN,4.0,VENTURE,C,12250,13.11,0,0.37,Y,4,33321.0,2.720081632653061,8330.25,3062.5
24,33360,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.18,N,3,33360.0,5.56,5560.0,2000.0
24,33360,MORTGAGE,7.0,HOMEIMPROVEMENT,A,2500,7.14,0,0.07,N,3,33360.0,13.344,4765.714285714285,833.3333333333334
25,45000,RENT,4.0,MEDICAL,A,3000,7.9,0,0.07,N,4,45000.0,15.0,11250.0,750.0
24,33390,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,,0,0.3,N,4,33390.0,3.339,8347.5,2500.0
24,45000,RENT,8.0,MEDICAL,A,3000,7.49,0,0.07,N,4,45000.0,15.0,5625.0,750.0
24,45000,RENT,1.0,DEBTCONSOLIDATION,B,3000,9.99,0,0.07,N,4,45000.0,15.0,45000.0,750.0
22,45000,RENT,3.0,PERSONAL,B,3000,11.99,0,0.07,N,4,45000.0,15.0,15000.0,750.0
26,39000,RENT,11.0,EDUCATION,C,3000,,1,0.08,Y,2,39000.0,13.0,3545.4545454545455,1500.0
24,39000,RENT,0.0,MEDICAL,D,3000,14.61,1,0.08,Y,4,39000.0,13.0,inf,750.0
22,45000,RENT,2.0,EDUCATION,A,3000,,0,0.07,N,3,45000.0,15.0,22500.0,1000.0
24,45000,RENT,4.0,VENTURE,A,3000,9.32,0,0.07,N,2,45000.0,15.0,11250.0,1500.0
21,39327,RENT,5.0,MEDICAL,D,3000,13.67,1,0.08,N,2,39327.0,13.109,7865.4,1500.0
23,33600,MORTGAGE,3.0,MEDICAL,A,4200,,0,0.13,N,3,33600.0,8.0,11200.0,1400.0
24,39996,RENT,2.0,EDUCATION,C,3000,,1,0.08,Y,3,39996.0,13.332,19998.0,1000.0
25,33600,MORTGAGE,9.0,MEDICAL,A,7125,7.51,0,0.21,N,3,33600.0,4.71578947368421,3733.3333333333335,2375.0
22,33600,OWN,1.0,MEDICAL,D,5000,18.25,0,0.15,N,2,33600.0,6.72,33600.0,2500.0
24,33600,MORTGAGE,3.0,PERSONAL,A,2500,8.9,0,0.07,N,2,33600.0,13.44,11200.0,1250.0
24,40000,RENT,4.0,EDUCATION,D,3000,17.27,1,0.07,N,2,40000.0,13.333333333333334,10000.0,1500.0
25,46250,RENT,2.0,MEDICAL,A,3000,,0,0.06,N,3,46250.0,15.416666666666666,23125.0,1000.0
23,33600,MORTGAGE,8.0,PERSONAL,A,8000,6.99,0,0.24,N,2,33600.0,4.2,4200.0,4000.0
22,47000,RENT,3.0,EDUCATION,A,3000,6.62,0,0.06,N,2,47000.0,15.666666666666666,15666.666666666666,1500.0
21,47208,RENT,2.0,PERSONAL,C,3000,13.92,0,0.06,Y,2,47208.0,15.736,23604.0,1500.0
25,33600,OWN,9.0,VENTURE,A,9750,,0,0.29,N,3,33600.0,3.4461538461538463,3733.3333333333335,3250.0
26,47500,RENT,8.0,VENTURE,A,3000,6.76,0,0.06,N,2,47500.0,15.833333333333334,5937.5,1500.0
23,33600,MORTGAGE,4.0,DEBTCONSOLIDATION,C,4000,14.79,0,0.12,N,2,33600.0,8.4,8400.0,2000.0
24,42000,RENT,9.0,DEBTCONSOLIDATION,E,3000,,1,0.07,Y,3,42000.0,14.0,4666.666666666667,1000.0
24,33600,MORTGAGE,4.0,VENTURE,A,12000,5.42,0,0.36,N,2,33600.0,2.8,8400.0,6000.0
25,48000,RENT,2.0,DEBTCONSOLIDATION,A,3000,,0,0.06,N,4,48000.0,16.0,24000.0,750.0
22,48000,RENT,0.0,PERSONAL,C,3000,14.79,0,0.06,N,2,48000.0,16.0,inf,1500.0
25,48000,RENT,0.0,EDUCATION,C,3000,13.47,0,0.06,Y,4,48000.0,16.0,inf,750.0
21,48000,RENT,2.0,EDUCATION,B,3000,9.76,0,0.06,N,4,48000.0,16.0,24000.0,750.0
26,48000,RENT,4.0,MEDICAL,B,3000,10.14,0,0.06,N,3,48000.0,16.0,12000.0,1000.0
25,33600,MORTGAGE,1.0,VENTURE,B,12000,9.99,0,0.36,N,3,33600.0,2.8,33600.0,4000.0
22,49800,RENT,1.0,PERSONAL,A,3000,7.88,0,0.06,N,3,49800.0,16.6,49800.0,1000.0
25,50000,RENT,5.0,HOMEIMPROVEMENT,A,3000,6.03,0,0.06,N,3,50000.0,16.666666666666668,10000.0,1000.0
26,44000,RENT,0.0,HOMEIMPROVEMENT,A,3000,7.49,1,0.07,N,4,44000.0,14.666666666666666,inf,750.0
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,3000,8.49,0,0.06,N,2,50000.0,16.666666666666668,50000.0,1500.0
23,44000,RENT,4.0,DEBTCONSOLIDATION,A,3000,7.66,1,0.07,N,4,44000.0,14.666666666666666,11000.0,750.0
23,50000,RENT,0.0,EDUCATION,A,3000,6.91,0,0.06,N,2,50000.0,16.666666666666668,inf,1500.0
22,33600,MORTGAGE,7.0,EDUCATION,A,10750,7.88,0,0.32,N,2,33600.0,3.125581395348837,4800.0,5375.0
23,44000,RENT,4.0,PERSONAL,B,3000,9.62,1,0.07,N,4,44000.0,14.666666666666666,11000.0,750.0
22,33600,MORTGAGE,6.0,VENTURE,A,5000,7.14,0,0.15,N,3,33600.0,6.72,5600.0,1666.6666666666667
23,50000,RENT,6.0,EDUCATION,C,3000,,0,0.06,Y,2,50000.0,16.666666666666668,8333.333333333334,1500.0
26,50000,RENT,8.0,PERSONAL,B,3000,9.88,0,0.06,N,4,50000.0,16.666666666666668,6250.0,750.0
22,50000,RENT,6.0,PERSONAL,B,3000,10.99,0,0.06,N,3,50000.0,16.666666666666668,8333.333333333334,1000.0
24,51000,RENT,1.0,DEBTCONSOLIDATION,A,3000,8.9,0,0.06,N,2,51000.0,17.0,51000.0,1500.0
24,51600,RENT,8.0,HOMEIMPROVEMENT,B,3000,10.65,0,0.06,N,3,51600.0,17.2,6450.0,1000.0
24,51600,RENT,1.0,HOMEIMPROVEMENT,C,3000,12.68,0,0.06,Y,4,51600.0,17.2,51600.0,750.0
24,51684,RENT,8.0,PERSONAL,B,3000,10.59,0,0.06,N,2,51684.0,17.228,6460.5,1500.0
22,45996,RENT,0.0,MEDICAL,D,3000,15.62,1,0.07,Y,2,45996.0,15.332,inf,1500.0
23,51996,RENT,1.0,DEBTCONSOLIDATION,B,3000,10.37,0,0.06,N,2,51996.0,17.332,51996.0,1500.0
22,33640,MORTGAGE,4.0,VENTURE,B,12000,10.65,0,0.36,N,3,33640.0,2.8033333333333332,8410.0,4000.0
23,52000,RENT,0.0,EDUCATION,A,3000,5.99,0,0.06,N,2,52000.0,17.333333333333332,inf,1500.0
25,52000,RENT,1.0,DEBTCONSOLIDATION,C,3000,12.99,0,0.06,Y,4,52000.0,17.333333333333332,52000.0,750.0
22,33685,MORTGAGE,6.0,EDUCATION,C,5000,13.85,0,0.15,N,3,33685.0,6.737,5614.166666666667,1666.6666666666667
25,48600,RENT,0.0,MEDICAL,A,12000,,0,0.25,N,4,48600.0,4.05,inf,3000.0
22,48609,RENT,6.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.25,N,3,48609.0,4.05075,8101.5,4000.0
26,33800,MORTGAGE,9.0,VENTURE,A,14400,7.88,0,0.43,N,3,33800.0,2.3472222222222223,3755.5555555555557,4800.0
23,48645,RENT,1.0,VENTURE,B,12000,10.25,0,0.25,N,4,48645.0,4.05375,48645.0,3000.0
25,33800,MORTGAGE,2.0,EDUCATION,D,10000,15.31,0,0.3,N,4,33800.0,3.38,16900.0,2500.0
23,33800,OWN,4.0,EDUCATION,D,13000,15.31,0,0.38,Y,4,33800.0,2.6,8450.0,3250.0
23,48672,RENT,6.0,EDUCATION,A,12000,7.42,0,0.25,N,3,48672.0,4.056,8112.0,4000.0
26,49200,RENT,4.0,DEBTCONSOLIDATION,C,12000,15.23,0,0.24,Y,3,49200.0,4.1,12300.0,4000.0
23,33990,MORTGAGE,2.0,DEBTCONSOLIDATION,C,1000,10.59,1,0.03,N,2,33990.0,33.99,16995.0,500.0
25,49600,RENT,9.0,EDUCATION,A,12000,7.14,0,0.24,N,4,49600.0,4.133333333333334,5511.111111111111,3000.0
